Id,FinServ_Category__pc,FinServ_Contact_Status__pc,FinServ__CommunicationPreferences__pc,FinServ__ContactPreference__pc,FinServ__LastUsedChannel__c
001am00002AYOj0AAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Other
001am00002AYOj1AAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Branch
001am00002AYOj2AAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Branch
001am00002AYOj3AAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Call Center
001am00002AYOj4AAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Call Center
001am00002AYOj5AAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Branch
001am00002AYOj6AAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Mobile
001am00002AYOj7AAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Web
001am00002AYOj8AAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Other
001am00002AYOj9AAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Mobile
001am00002AYOjAAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Web
001am00002AYOjBAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Branch
001am00002AYOjCAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Mobile
001am00002AYOjDAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Branch
001am00002AYOjEAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Call Center
001am00002AYOjFAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Call Center
001am00002AYOjGAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Call Center
001am00002AYOjHAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Branch
001am00002AYOjIAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Other
001am00002AYOjJAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Call Center
001am00002AYOjKAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Call Center
001am00002AYOjLAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Web
001am00002AYOjMAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Call Center
001am00002AYOjNAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Call Center
001am00002AYOjOAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Mobile
001am00002AYOjPAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Other
001am00002AYOjQAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Other
001am00002AYOjRAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Web
001am00002AYOjSAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Web
001am00002AYOjTAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Mobile
001am00002AYOjUAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Mobile
001am00002AYOjVAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Web
001am00002AYOjWAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Mobile
001am00002AYOjXAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Web
001am00002AYOjYAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Branch
001am00002AYOjZAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Mobile
001am00002AYOjaAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Call Center
001am00002AYOjbAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Mobile
001am00002AYOjcAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Mobile
001am00002AYOjdAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Call Center
001am00002AYOjeAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Branch
001am00002AYOjfAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Mobile
001am00002AYOjgAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Branch
001am00002AYOjhAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Mobile
001am00002AYOjiAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Other
001am00002AYOjjAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Branch
001am00002AYOjkAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Other
001am00002AYOjlAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Call Center
001am00002AYOjmAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Web
001am00002AYOjnAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Call Center
001am00002AYOjoAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Web
001am00002AYOjpAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Call Center
001am00002AYOjqAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Web
001am00002AYOjrAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Mobile
001am00002AYOjsAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Mobile
001am00002AYOjtAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Mobile
001am00002AYOjuAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Call Center
001am00002AYOjvAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Web
001am00002AYOjwAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Branch
001am00002AYOjxAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Call Center
001am00002AYOjyAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Web
001am00002AYOjzAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Mobile
001am00002AYOk0AAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Branch
001am00002AYOk1AAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Mobile
001am00002AYOk2AAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Branch
001am00002AYOk3AAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Web
001am00002AYOk4AAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Mobile
001am00002AYOk5AAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Branch
001am00002AYOk6AAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Call Center
001am00002AYOk7AAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Mobile
001am00002AYOk8AAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Other
001am00002AYOk9AAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Mobile
001am00002AYOkAAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Mobile
001am00002AYOkBAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Branch
001am00002AYOkCAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Branch
001am00002AYOkDAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Web
001am00002AYOkEAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Other
001am00002AYOkFAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Call Center
001am00002AYOkGAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Mobile
001am00002AYOkHAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Other
001am00002AYOkIAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Web
001am00002AYOkJAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Call Center
001am00002AYOkKAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Other
001am00002AYOkLAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Web
001am00002AYOkMAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Call Center
001am00002AYOkNAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Mobile
001am00002AYOkOAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Mobile
001am00002AYOkPAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Call Center
001am00002AYOkQAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Mobile
001am00002AYOkRAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Branch
001am00002AYOkSAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Call Center
001am00002AYOkTAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Mobile
001am00002AYOkUAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Call Center
001am00002AYOkVAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Call Center
001am00002AYOkWAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Branch
001am00002AYOkXAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Branch
001am00002AYOkYAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Other
001am00002AYOkZAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Other
001am00002AYOkaAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Other
001am00002AYOkbAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Call Center
001am00002AYOkcAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Branch
001am00002AYOkdAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Mobile
001am00002AYOkeAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Mobile
001am00002AYOkfAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Mobile
001am00002AYOkgAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Call Center
001am00002AYOkhAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Call Center
001am00002AYOkiAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Web
001am00002AYOkjAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Other
001am00002AYOkkAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Mobile
001am00002AYOklAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Mobile
001am00002AYOkmAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Mobile
001am00002AYOknAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Other
001am00002AYOkoAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Other
001am00002AYOkpAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Branch
001am00002AYOkqAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Call Center
001am00002AYOkrAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Web
001am00002AYOksAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Branch
001am00002AYOktAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Mobile
001am00002AYOkuAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Call Center
001am00002AYOkvAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Branch
001am00002AYOkwAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Other
001am00002AYOkxAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Mobile
001am00002AYOkyAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Call Center
001am00002AYOkzAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Other
001am00002AYOl0AAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Other
001am00002AYOl1AAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Other
001am00002AYOl2AAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Branch
001am00002AYOl3AAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Branch
001am00002AYOl4AAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Branch
001am00002AYOl5AAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Other
001am00002AYOl6AAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Branch
001am00002AYOl7AAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Branch
001am00002AYOl8AAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Call Center
001am00002AYOl9AAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Web
001am00002AYOlAAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Other
001am00002AYOlBAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Other
001am00002AYOlCAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Mobile
001am00002AYOlDAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Branch
001am00002AYOlEAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Mobile
001am00002AYOlFAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Web
001am00002AYOlGAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Mobile
001am00002AYOlHAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Branch
001am00002AYOlIAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Other
001am00002AYOlJAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Branch
001am00002AYOlKAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Web
001am00002AYOlLAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Web
001am00002AYOlMAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Web
001am00002AYOlNAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Call Center
001am00002AYOlOAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Web
001am00002AYOlPAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Web
001am00002AYOlQAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Web
001am00002AYOlRAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Mobile
001am00002AYOlSAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Branch
001am00002AYOlTAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Other
001am00002AYOlUAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Web
001am00002AYOlVAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Call Center
001am00002AYOlWAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Mobile
001am00002AYOlXAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Mobile
001am00002AYOlYAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Other
001am00002AYOlZAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Web
001am00002AYOlaAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Branch
001am00002AYOlbAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Mobile
001am00002AYOlcAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Call Center
001am00002AYOldAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Branch
001am00002AYOleAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Web
001am00002AYOlfAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Mobile
001am00002AYOlgAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Call Center
001am00002AYOlhAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Mobile
001am00002AYOliAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Web
001am00002AYOljAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Web
001am00002AYOlkAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Web
001am00002AYOllAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Other
001am00002AYOlmAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Call Center
001am00002AYOlnAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Branch
001am00002AYOloAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Web
001am00002AYOlpAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Web
001am00002AYOlqAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Web
001am00002AYOlrAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Call Center
001am00002AYOlsAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Mobile
001am00002AYOp7AAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Web
001am00002AYOp8AAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Call Center
001am00002AYOp9AAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Web
001am00002AYOpAAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Branch
001am00002AYOpBAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Mobile
001am00002AYOpCAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Other
001am00002AYOpDAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Call Center
001am00002AYOpEAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Mobile
001am00002AYOpFAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Call Center
001am00002AYOpGAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Branch
001am00002AYOpHAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Mobile
001am00002AYOpIAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Mobile
001am00002AYOpJAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Other
001am00002AYOpKAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Web
001am00002AYOpLAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Other
001am00002AYOpMAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Web
001am00002AYOpNAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Branch
001am00002AYOpOAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Web
001am00002AYOpPAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Branch
001am00002AYOpQAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Mobile
001am00002AYOpRAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Mobile
001am00002AYOpSAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Other
001am00002AYOpTAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Web
001am00002AYOpUAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Other
001am00002AYOpVAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Call Center
001am00002AYOpWAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Mobile
001am00002AYOpXAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Other
001am00002AYOpYAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Web
001am00002AYOpZAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Web
001am00002AYOpaAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Branch
001am00002AYOpbAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Mobile
001am00002AYOpcAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Other
001am00002AYOpdAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Call Center
001am00002AYOpeAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Other
001am00002AYOpfAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Mobile
001am00002AYOpgAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Call Center
001am00002AYOphAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Call Center
001am00002AYOpiAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Other
001am00002AYOpjAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Mobile
001am00002AYOpkAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Call Center
001am00002AYOplAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Call Center
001am00002AYOpmAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Call Center
001am00002AYOpnAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Call Center
001am00002AYOpoAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Other
001am00002AYOppAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Branch
001am00002AYOpqAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Call Center
001am00002AYOprAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Call Center
001am00002AYOpsAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Web
001am00002AYOptAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Call Center
001am00002AYOpuAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Branch
001am00002AYOpvAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Mobile
001am00002AYOpwAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Branch
001am00002AYOpxAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Web
001am00002AYOpyAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Branch
001am00002AYOpzAAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Branch
001am00002AYOq0AAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Mobile
001am00002AYOq1AAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Other
001am00002AYOq2AAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Web
001am00002AYOq3AAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Call Center
001am00002AYOq4AAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Call Center
001am00002AYOq5AAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Call Center
001am00002AYOq6AAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Web
001am00002AYOq7AAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Branch
001am00002AYOq8AAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Phone,Call Center
001am00002AYOq9AAH,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Mobile
001am00002AYOqAAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Other
001am00002AYOqBAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Other
001am00002AYOqCAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Email,Branch
001am00002AYOqDAAX,Silver,Client,Fraud:SMS;Promotions:Email;Balance Activities:SMS,Mobile,Call Center
