Id,FinServ__NetWorth__c,FinServ__CreditRating__c,Tier__c,FinServ__LifetimeValue__c,FinServ__LastUsedChannel__c,Ownership,TickerSymbol
001am00002AA8YaAAL,2706372,Excellent,C,47361,Mobile,Public,BENN
001am00002AA8YbAAL,869972,Good,C,25000,Other,Private,
001am00002AA8YcAAL,3528292,Fair,C,61745,Web,Private,
001am00002AA8YdAAL,3594996,Good,C,62912,Call Center,Subsidiary,
001am00002AA8YeAAL,3898936,Fair,C,68231,Mobile,Private,
001am00002AA8YfAAL,1265196,Fair,C,25000,Mobile,Private,
001am00002AA8YgAAL,1921528,Fair,C,33626,Other,Private,
001am00002AA8YhAAL,3888720,Good,C,68052,Other,Private,
001am00002AA8YiAAL,1291896,Good,C,25000,Other,Private,
001am00002AA8YjAAL,269560,Fair,C,25000,Web,Private,
001am00002AA8YkAAL,2770168,Good,C,48477,Call Center,Private,
001am00002AA8YlAAL,638624,Good,C,25000,Call Center,Private,
001am00002AA8YmAAL,3974400,Good,C,69552,Mobile,Public,WOOD
001am00002AA8YnAAL,3841784,Good,C,67231,Branch,Private,
001am00002AA8YoAAL,3901900,Good,C,68283,Other,Private,
001am00002AA8YpAAL,941988,Fair,C,25000,Other,Private,
001am00002AA8YqAAL,783204,Good,C,25000,Other,Private,
001am00002AA8YrAAL,3142300,Fair,C,54990,Mobile,Other,
001am00002AA8YsAAL,2220300,Fair,C,38855,Web,Private,
001am00002AA8YtAAL,3484064,Fair,C,60971,Branch,Private,
001am00002AA8YuAAL,666816,Good,C,25000,Mobile,Private,
001am00002AA8YvAAL,1105744,Good,C,25000,Other,Subsidiary,
001am00002AA8YwAAL,1553468,Fair,C,27185,Branch,Private,
001am00002AA8YxAAL,3760364,Fair,C,65806,Web,Private,
001am00002AA8YyAAL,3692688,Fair,C,64622,Web,Private,
001am00002AA8YzAAL,754852,Fair,C,25000,Call Center,Private,
001am00002AA8Z0AAL,3686396,Good,C,64511,Mobile,Public,MOOR
001am00002AA8Z1AAL,1221532,Good,C,25000,Mobile,Private,
001am00002AA8Z2AAL,2876508,Fair,C,50338,Branch,Private,
001am00002AA8Z3AAL,2236644,Good,C,39141,Mobile,Private,
001am00002AA8Z4AAL,2984204,Fair,C,52223,Branch,Private,
001am00002AA8Z5AAL,2267556,Fair,C,39682,Branch,Private,
001am00002AA8Z6AAL,1377800,Good,C,25000,Other,Private,
001am00002AA8Z7AAL,683912,Excellent,C,25000,Mobile,Private,
001am00002AA8Z8AAL,2437648,Good,C,42658,Call Center,Private,
001am00002AA8Z9AAL,3106092,Poor,C,54356,Call Center,Private,
001am00002AA8ZAAA1,2780272,Fair,C,48654,Web,Private,
001am00002AA8ZBAA1,719500,Fair,C,25000,Call Center,Other,
001am00002AA8ZCAA1,3425020,Fair,C,59937,Other,Private,
001am00002AA8ZDAA1,2247356,Fair,C,39328,Web,Private,
001am00002AA8ZEAA1,226520,Good,C,25000,Web,Private,
001am00002AA8ZFAA1,1307000,Fair,C,25000,Branch,Private,
001am00002AA8ZGAA1,1860972,Good,C,32567,Branch,Private,
001am00002AA8ZHAA1,826888,Good,C,25000,Branch,Private,
001am00002AA8ZIAA1,2102720,Fair,C,36797,Other,Private,
001am00002AA8ZJAA1,410592,Fair,C,25000,Call Center,Private,
001am00002AA8ZKAA1,2096788,Good,C,36693,Mobile,Private,
001am00002AA8ZLAA1,1057364,Good,C,25000,Web,Public,MART
001am00002AA8ZMAA1,2066840,Fair,C,36169,Call Center,Private,
001am00002AA8ZNAA1,3916912,Good,C,68545,Mobile,Private,
001am00002AA8ZOAA1,569216,Good,C,25000,Call Center,Private,
001am00002AA8ZPAA1,3700940,Good,C,64766,Web,Private,
001am00002AA8ZQAA1,3626632,Fair,C,63466,Web,Private,
001am00002AA8ZRAA1,890600,Fair,C,25000,Mobile,Subsidiary,
001am00002AA8ZSAA1,1896228,Good,C,33183,Web,Private,
001am00002AA8ZTAA1,3612132,Fair,C,63212,Mobile,Private,
001am00002AA8ZUAA1,3358776,Fair,C,58778,Branch,Private,
001am00002AA8ZVAA1,1668648,Good,C,29201,Web,Private,
001am00002AA8ZWAA1,3839264,Good,C,67187,Other,Private,
001am00002AA8ZXAA1,3140496,Fair,C,54958,Branch,Private,
001am00002AA8ZYAA1,3208280,Good,C,56144,Branch,Private,
001am00002AA8ZZAA1,500660,Fair,C,25000,Web,Private,
001am00002AA8ZaAAL,2174584,Fair,C,38055,Mobile,Private,
001am00002AA8ZbAAL,2090564,Good,C,36584,Branch,Other,
001am00002AA8ZcAAL,887656,Fair,C,25000,Mobile,Private,
001am00002AA8ZdAAL,288032,Good,C,25000,Call Center,Private,
001am00002AA8ZeAAL,1386460,Fair,C,25000,Other,Private,
001am00002AA8ZfAAL,1354916,Poor,C,25000,Branch,Private,
001am00002AA8ZgAAL,1533476,Fair,C,26835,Call Center,Private,
001am00002AA8ZhAAL,559388,Poor,C,25000,Mobile,Private,
001am00002AA8ZiAAL,3604856,Good,C,63084,Other,Private,
001am00002AA8ZjAAL,3521340,Fair,C,61623,Mobile,Subsidiary,
001am00002AA8ZkAAL,355136,Poor,C,25000,Web,Private,
001am00002AA8ZlAAL,3311156,Good,C,57945,Mobile,Public,CRUZ
001am00002AA8ZmAAL,2491176,Fair,C,43595,Web,Subsidiary,
001am00002AA8ZnAAL,3374228,Good,C,59048,Web,Private,
001am00002AA8ZoAAL,919180,Fair,C,25000,Mobile,Private,
001am00002AA8ZpAAL,3552104,Fair,C,62161,Web,Private,
001am00002AA8ZqAAL,3237040,Good,C,56648,Call Center,Private,
001am00002AA8ZrAAL,1470488,Good,C,25733,Web,Private,
001am00002AA8ZsAAL,1537008,Fair,C,26897,Call Center,Private,
001am00002AA8ZtAAL,3285800,Good,C,57501,Branch,Private,
001am00002AA8ZuAAL,754756,Fair,C,25000,Other,Public,VALD
001am00002AA8ZvAAL,1625244,Fair,C,28441,Call Center,Public,CRUZ
001am00002AA8ZwAAL,3623436,Good,C,63410,Mobile,Private,
001am00002AA8ZxAAL,457128,Good,C,25000,Web,Other,
001am00002AA8ZyAAL,2143400,Fair,C,37509,Other,Private,
001am00002AA8ZzAAL,257616,Good,C,25000,Mobile,Other,
001am00002AA8a0AAD,1039032,Good,C,25000,Branch,Private,
001am00002AA8a1AAD,416388,Good,C,25000,Call Center,Public,JOHN
001am00002AA8a2AAD,1155932,Fair,C,25000,Web,Private,
001am00002AA8a3AAD,1053848,Good,C,25000,Call Center,Private,
001am00002AA8a4AAD,1243724,Fair,C,25000,Web,Private,
001am00002AA8a5AAD,3023860,Fair,C,52917,Branch,Public,MOOR
001am00002AA8a6AAD,1593184,Good,C,27880,Mobile,Private,
001am00002AA8a7AAD,448012,Fair,C,25000,Mobile,Private,
001am00002AA8a8AAD,1497292,Good,C,26202,Other,Private,
001am00002AA8a9AAD,1879132,Fair,C,32884,Other,Private,
001am00002AA8aAAAT,3512932,Fair,C,61476,Other,Subsidiary,
001am00002AA8aBAAT,3797584,Fair,C,66457,Other,Private,
001am00002AA8aCAAT,1674504,Fair,C,29303,Call Center,Private,
001am00002AA8aDAAT,1032868,Fair,C,25000,Branch,Private,
001am00002AA8aEAAT,2786468,Good,C,48763,Mobile,Private,
001am00002AA8aFAAT,1211120,Good,C,25000,Mobile,Private,
001am00002AA8aGAAT,3172212,Fair,C,55513,Mobile,Private,
001am00002AA8aHAAT,3335884,Poor,C,58377,Mobile,Private,
001am00002AA8aIAAT,2607164,Good,C,45625,Branch,Private,
001am00002AA8aJAAT,2281468,Good,C,39925,Call Center,Private,
001am00002AA8aKAAT,1965396,Fair,C,34394,Call Center,Private,
001am00002AA8aLAAT,3299520,Good,C,57741,Other,Public,PRIC
001am00002AA8aMAAT,3627528,Fair,C,63481,Other,Private,
001am00002AA8aNAAT,1218316,Good,C,25000,Branch,Private,
001am00002AA8aOAAT,2161532,Poor,C,37826,Call Center,Other,
001am00002AA8aPAAT,1082356,Fair,C,25000,Mobile,Private,
001am00002AA8aQAAT,2636052,Good,C,46130,Mobile,Private,
001am00002AA8aRAAT,3507088,Fair,C,61374,Web,Private,
001am00002AA8aSAAT,1542740,Fair,C,26997,Call Center,Private,
001am00002AA8aTAAT,901684,Poor,C,25000,Web,Private,
001am00002AA8aUAAT,481248,Fair,C,25000,Mobile,Public,MARS
001am00002AA8aVAAT,2380956,Poor,C,41666,Mobile,Other,
001am00002AA8aWAAT,3950340,Excellent,C,69130,Call Center,Other,
001am00002AA8aXAAT,3763928,Good,C,65868,Call Center,Private,
001am00002AA8aYAAT,3123640,Good,C,54663,Branch,Private,
001am00002AA8aZAAT,3025252,Good,C,52941,Web,Public,VILL
001am00002AA8aaAAD,1826976,Good,C,31972,Call Center,Public,HALL
001am00002AA8abAAD,3206832,Good,C,56119,Call Center,Private,
001am00002AA8acAAD,1633676,Fair,C,28589,Other,Private,
001am00002AA8adAAD,801224,Fair,C,25000,Mobile,Other,
001am00002AA8aeAAD,775184,Good,C,25000,Web,Private,
001am00002AA8afAAD,1009656,Good,C,25000,Mobile,Private,
001am00002AA8agAAD,1909868,Good,C,33422,Call Center,Public,PENN
001am00002AA8ahAAD,2343700,Good,C,41014,Call Center,Private,
001am00002AA8aiAAD,3289936,Good,C,57573,Mobile,Private,
001am00002AA8ajAAD,1991212,Good,C,34846,Web,Subsidiary,
001am00002AA8akAAD,3244316,Fair,C,56775,Mobile,Public,GRIF
001am00002AA8alAAD,3496292,Excellent,C,61185,Other,Private,
001am00002AA8amAAD,3613464,Good,C,63235,Other,Private,
001am00002AA8anAAD,841068,Fair,C,25000,Call Center,Private,
001am00002AA8aoAAD,3887436,Fair,C,68030,Other,Private,
001am00002AA8apAAD,2486660,Fair,C,43516,Call Center,Other,
001am00002AA8aqAAD,1489600,Good,C,26068,Call Center,Private,
001am00002AA8arAAD,206092,Poor,C,25000,Other,Public,JAME
001am00002AA8asAAD,345524,Fair,C,25000,Branch,Private,
001am00002AA8atAAD,209092,Good,C,25000,Web,Private,
001am00002AA8auAAD,3504444,Excellent,C,61327,Web,Private,
001am00002AA8avAAD,3443140,Good,C,60254,Web,Private,
001am00002AA8awAAD,1912296,Good,C,33465,Mobile,Private,
001am00002AA8axAAD,2829836,Good,C,49522,Other,Private,
001am00002AA8ayAAD,3504372,Fair,C,61326,Branch,Private,
001am00002AA8azAAD,1129532,Good,C,25000,Branch,Other,
001am00002AA8b0AAD,3506652,Fair,C,61366,Other,Private,
001am00002AA8b1AAD,697016,Fair,C,25000,Branch,Private,
001am00002AA8b2AAD,1465040,Fair,C,25638,Branch,Private,
001am00002AA8b3AAD,297076,Good,C,25000,Other,Subsidiary,
001am00002AA8b4AAD,1558032,Fair,C,27265,Web,Private,
001am00002AA8b5AAD,1189400,Fair,C,25000,Other,Private,
001am00002AA8b6AAD,1246536,Fair,C,25000,Mobile,Private,
001am00002AA8b7AAD,2338332,Good,C,40920,Call Center,Private,
001am00002AA8b8AAD,2594016,Fair,C,45395,Web,Private,
001am00002AA8b9AAD,507772,Fair,C,25000,Other,Private,
001am00002AA8bAAAT,1246452,Fair,C,25000,Mobile,Private,
001am00002AA8bBAAT,1042696,Good,C,25000,Branch,Private,
001am00002AA8bCAAT,3751724,Fair,C,65655,Mobile,Private,
001am00002AA8bDAAT,3111684,Excellent,C,54454,Mobile,Private,
001am00002AA8bEAAT,1719840,Fair,C,30097,Web,Private,
001am00002AA8bFAAT,3521780,Fair,C,61631,Mobile,Other,
001am00002AA8bGAAT,688624,Good,C,25000,Branch,Subsidiary,
001am00002AA8bHAAT,662500,Fair,C,25000,Call Center,Private,
001am00002AA8bIAAT,3231572,Poor,C,56552,Other,Other,
001am00002AA8bJAAT,3583792,Fair,C,62716,Other,Private,
001am00002AA8bKAAT,538700,Fair,C,25000,Web,Other,
001am00002AA8bLAAT,3094420,Good,C,54152,Other,Private,
001am00002AA8bMAAT,1311160,Good,C,25000,Mobile,Private,
001am00002AA8bNAAT,3227780,Fair,C,56486,Call Center,Subsidiary,
001am00002AA8bOAAT,2400896,Fair,C,42015,Mobile,Other,
001am00002AA8bPAAT,2486300,Poor,C,43510,Web,Private,
001am00002AA8bQAAT,3937968,Fair,C,68914,Branch,Private,
001am00002AA8bRAAT,977072,Excellent,C,25000,Call Center,Private,
001am00002AA8bSAAT,2946128,Fair,C,51557,Mobile,Private,
001am00002AA8bTAAT,2417596,Fair,C,42307,Web,Private,
001am00002AA8bUAAT,2402412,Fair,C,42042,Mobile,Public,TORR
001am00002AA8bVAAT,1259140,Good,C,25000,Call Center,Private,
001am00002AA8bWAAT,3584544,Good,C,62729,Call Center,Other,
001am00002AA8bXAAT,2449872,Good,C,42872,Other,Private,
001am00002AA8bYAAT,2394948,Good,C,41911,Mobile,Public,BERR
001am00002AA8bZAAT,1339920,Good,C,25000,Other,Private,
001am00002AA8baAAD,3043704,Fair,C,53264,Web,Public,GRAY
001am00002AA8bbAAD,1246248,Fair,C,25000,Call Center,Private,
001am00002AA8bcAAD,2527948,Good,C,44239,Branch,Private,
001am00002AA8bdAAD,723084,Fair,C,25000,Other,Private,
001am00002AA8beAAD,3884456,Good,C,67977,Mobile,Other,
001am00002AA8bfAAD,1116332,Good,C,25000,Web,Private,
001am00002AA8bgAAD,2311172,Good,C,40445,Call Center,Private,
001am00002AA8bhAAD,2945016,Good,C,51537,Mobile,Private,
001am00002AA8biAAD,2245968,Fair,C,39304,Web,Private,
001am00002AA8bjAAD,741324,Good,C,25000,Web,Private,
001am00002AA8bkAAD,2225680,Good,C,38949,Web,Subsidiary,
001am00002AA8blAAD,292040,Fair,C,25000,Other,Private,
001am00002AA8bmAAD,2748688,Good,C,48102,Other,Private,
001am00002AA8bnAAD,418452,Fair,C,25000,Web,Private,
001am00002AA8boAAD,1900812,Fair,C,33264,Branch,Subsidiary,
001am00002AA8bpAAD,2204640,Fair,C,38581,Other,Private,
001am00002AA8bqAAD,421948,Good,C,25000,Branch,Other,
001am00002AA8brAAD,3063108,Fair,C,53604,Branch,Private,
001am00002AA8bsAAD,2618416,Good,C,45822,Branch,Other,
001am00002AA8btAAD,846764,Good,C,25000,Other,Other,
001am00002AA8buAAD,1618268,Good,C,28319,Call Center,Subsidiary,
001am00002AA8bvAAD,3959872,Fair,C,69297,Call Center,Private,
001am00002AA8bwAAD,747028,Fair,C,25000,Mobile,Private,
001am00002AA8bxAAD,1835984,Good,C,32129,Web,Subsidiary,
001am00002AA8byAAD,526848,Good,C,25000,Call Center,Private,
001am00002AA8bzAAD,1934600,Good,C,33855,Other,Private,
001am00002AA8c0AAD,3166568,Good,C,55414,Mobile,Private,
001am00002AA8c1AAD,3741168,Fair,C,65470,Mobile,Private,
001am00002AA8c2AAD,714156,Fair,C,25000,Call Center,Other,
001am00002AA8c3AAD,1938576,Fair,C,33925,Call Center,Private,
001am00002AA8c4AAD,1111656,Good,C,25000,Branch,Public,DIXO
001am00002AA8c5AAD,2772440,Fair,C,48517,Branch,Private,
001am00002AA8c6AAD,3014548,Good,C,52754,Other,Private,
001am00002AA8c7AAD,412860,Good,C,25000,Mobile,Private,
001am00002AA8c8AAD,1353296,Good,C,25000,Branch,Private,
001am00002AA8c9AAD,469500,Good,C,25000,Branch,Private,
001am00002AA8cAAAT,390144,Good,C,25000,Other,Private,
001am00002AA8cBAAT,1537036,Good,C,26898,Call Center,Private,
001am00002AA8cCAAT,2855616,Fair,C,49973,Call Center,Private,
001am00002AA8cDAAT,778600,Fair,C,25000,Branch,Private,
001am00002AA8cEAAT,3895640,Good,C,68173,Mobile,Subsidiary,
001am00002AA8cFAAT,3221412,Excellent,C,56374,Web,Private,
001am00002AA8cGAAT,1907144,Fair,C,33375,Other,Private,
001am00002AA8cHAAT,1017336,Good,C,25000,Other,Private,
001am00002AA8cIAAT,3486136,Good,C,61007,Branch,Private,
001am00002AA8cJAAT,262220,Fair,C,25000,Mobile,Private,
001am00002AA8cKAAT,1308288,Fair,C,25000,Web,Private,
001am00002AA8cLAAT,2566552,Good,C,44914,Call Center,Other,
001am00002AA8cMAAT,378504,Good,C,25000,Branch,Private,
001am00002AA8cNAAT,1211340,Poor,C,25000,Call Center,Private,
001am00002AA8cOAAT,2118148,Fair,C,37067,Branch,Private,
001am00002AA8cPAAT,3712280,Fair,C,64964,Call Center,Private,
001am00002AA8cQAAT,3679272,Fair,C,64387,Web,Other,
001am00002AA8cRAAT,3630688,Fair,C,63537,Other,Private,
001am00002AA8cSAAT,1969456,Fair,C,34465,Mobile,Private,
001am00002AA8cTAAT,726364,Fair,C,25000,Web,Private,
001am00002AA8cUAAT,2525232,Good,C,44191,Web,Private,
001am00002AA8cVAAT,2606924,Good,C,45621,Other,Private,
001am00002AA8cWAAT,913608,Excellent,C,25000,Call Center,Private,
001am00002AA8cXAAT,908664,Fair,C,25000,Web,Private,
001am00002AA8cYAAT,1018688,Fair,C,25000,Web,Private,
001am00002AA8cZAAT,2593416,Fair,C,45384,Other,Other,
001am00002AA8caAAD,3045600,Fair,C,53298,Other,Private,
001am00002AYAKlAAP,3491084,Good,C,61093,Other,Private,
001am00002AYAKmAAP,2769760,Poor,C,48470,Call Center,Private,
001am00002AYAKnAAP,3345000,Fair,C,58537,Other,Private,
001am00002AYAKoAAP,2182632,Fair,C,38196,Web,Private,
001am00002AYAKpAAP,3141400,Fair,C,54974,Mobile,Private,
001am00002AYAKqAAP,2498192,Fair,C,43718,Mobile,Private,
001am00002AYAKrAAP,1003548,Fair,C,25000,Branch,Other,
001am00002AYAKsAAP,3451184,Fair,C,60395,Branch,Private,
001am00002AYAKtAAP,3269556,Fair,C,57217,Mobile,Private,
001am00002AYAKuAAP,1667944,Good,C,29189,Mobile,Other,
001am00002AYAKvAAP,975240,Excellent,C,25000,Call Center,Private,
001am00002AYAKwAAP,2422120,Good,C,42387,Web,Private,
001am00002AYAKxAAP,2128084,Good,C,37241,Call Center,Private,
001am00002AYAKyAAP,557892,Fair,C,25000,Branch,Subsidiary,
001am00002AYAKzAAP,459892,Good,C,25000,Web,Private,
001am00002AYAL0AAP,507648,Fair,C,25000,Other,Private,
001am00002AYAL1AAP,1602884,Fair,C,28050,Other,Other,
001am00002AYAL2AAP,3625224,Fair,C,63441,Web,Private,
001am00002AYAL3AAP,2273936,Good,C,39793,Mobile,Subsidiary,
001am00002AYAL4AAP,3880456,Fair,C,67907,Call Center,Public,VILL
001am00002AYAL5AAP,201380,Good,C,25000,Web,Subsidiary,
001am00002AYAL6AAP,3309520,Good,C,57916,Web,Subsidiary,
001am00002AYAL7AAP,1591340,Fair,C,27848,Other,Private,
001am00002AYAL8AAP,706152,Good,C,25000,Branch,Private,
001am00002AYAL9AAP,847972,Good,C,25000,Mobile,Private,
001am00002AYALAAA5,3685348,Good,C,64493,Call Center,Private,
001am00002AYALBAA5,2462308,Good,C,43090,Other,Subsidiary,
001am00002AYALCAA5,2637796,Good,C,46161,Mobile,Private,
001am00002AYALDAA5,560604,Good,C,25000,Call Center,Public,BUSH
001am00002AYALEAA5,2286412,Good,C,40012,Branch,Private,
001am00002AYALFAA5,219964,Fair,C,25000,Branch,Private,
001am00002AYALGAA5,2154652,Fair,C,37706,Mobile,Private,
001am00002AYALHAA5,2067676,Fair,C,36184,Web,Public,GRIF
001am00002AYALIAA5,542216,Fair,C,25000,Branch,Private,
001am00002AYALJAA5,2988332,Fair,C,52295,Mobile,Private,
001am00002AYALKAA5,559044,Fair,C,25000,Branch,Private,
001am00002AYALLAA5,1931544,Fair,C,33802,Mobile,Other,
001am00002AYALMAA5,3439052,Fair,C,60183,Mobile,Private,
001am00002AYALNAA5,1217208,Fair,C,25000,Other,Subsidiary,
001am00002AYALOAA5,3462560,Good,C,60594,Call Center,Subsidiary,
001am00002AYALPAA5,3903344,Good,C,68308,Other,Private,
001am00002AYALQAA5,1048240,Fair,C,25000,Branch,Public,MART
001am00002AYALRAA5,1355952,Fair,C,25000,Branch,Private,
001am00002AYALSAA5,1638576,Fair,C,28675,Other,Private,
001am00002AYALTAA5,1267704,Good,C,25000,Mobile,Private,
001am00002AYALUAA5,1401824,Good,C,25000,Call Center,Public,CALL
001am00002AYALVAA5,1380148,Good,C,25000,Mobile,Private,
001am00002AYALWAA5,1815592,Fair,C,31772,Other,Other,
001am00002AYALXAA5,2770324,Fair,C,48480,Branch,Private,
001am00002AYALYAA5,3881972,Fair,C,67934,Call Center,Private,
001am00002AYALZAA5,1419420,Good,C,25000,Branch,Private,
001am00002AYALaAAP,1217296,Fair,C,25000,Mobile,Private,
001am00002AYALbAAP,864968,Good,C,25000,Mobile,Private,
001am00002AYALcAAP,547928,Fair,C,25000,Other,Private,
001am00002AYALdAAP,607804,Fair,C,25000,Call Center,Public,PERE
001am00002AYALeAAP,1448316,Good,C,25345,Call Center,Private,
001am00002AYALfAAP,3406764,Good,C,59618,Call Center,Subsidiary,
001am00002AYALgAAP,3200508,Fair,C,56008,Mobile,Private,
001am00002AYALhAAP,3034208,Fair,C,53098,Mobile,Private,
001am00002AYALiAAP,827440,Fair,C,25000,Mobile,Public,WILS
001am00002AYALjAAP,2759092,Fair,C,48284,Web,Private,
001am00002AYALkAAP,1714816,Fair,C,30009,Branch,Private,
001am00002AYALlAAP,2944620,Fair,C,51530,Branch,Subsidiary,
001am00002AYALmAAP,3142776,Fair,C,54998,Other,Other,
001am00002AYALnAAP,1543504,Fair,C,27011,Branch,Private,
001am00002AYALoAAP,1303056,Excellent,C,25000,Mobile,Public,MAYO
001am00002AYALpAAP,1513052,Fair,C,26478,Call Center,Private,
001am00002AYALqAAP,3350664,Good,C,58636,Branch,Private,
001am00002AYALrAAP,3149052,Good,C,55108,Call Center,Other,
001am00002AYALsAAP,1825380,Fair,C,31944,Call Center,Public,MCDO
001am00002AYALtAAP,378656,Good,C,25000,Mobile,Private,
001am00002AYALuAAP,3801452,Fair,C,66525,Web,Private,
001am00002AYALvAAP,2148204,Good,C,37593,Call Center,Public,HILL
001am00002AYALwAAP,221048,Good,C,25000,Branch,Private,
001am00002AYALxAAP,1727692,Excellent,C,30234,Branch,Subsidiary,
001am00002AYALyAAP,2973920,Fair,C,52043,Call Center,Private,
001am00002AYALzAAP,2475604,Fair,C,43323,Call Center,Subsidiary,
001am00002AYAM0AAP,1231224,Good,C,25000,Mobile,Private,
001am00002AYAM1AAP,546264,Fair,C,25000,Other,Private,
001am00002AYAM2AAP,1754980,Fair,C,30712,Call Center,Private,
001am00002AYAM3AAP,3235232,Fair,C,56616,Other,Private,
001am00002AYAM4AAP,1451528,Good,C,25401,Mobile,Private,
001am00002AYAM5AAP,713148,Fair,C,25000,Mobile,Private,
001am00002AYAM6AAP,572052,Fair,C,25000,Call Center,Private,
001am00002AYAM7AAP,2164936,Good,C,37886,Branch,Private,
001am00002AYAM8AAP,683656,Good,C,25000,Call Center,Subsidiary,
001am00002AYAM9AAP,3079176,Fair,C,53885,Other,Private,
001am00002AYAMAAA5,2369992,Good,C,41474,Web,Other,
001am00002AYAMBAA5,1435204,Good,C,25116,Web,Public,HALL
001am00002AYAMCAA5,2372256,Good,C,41514,Web,Public,JOHN
001am00002AYAMDAA5,2455484,Good,C,42970,Web,Public,TRAN
001am00002AYAMEAA5,539504,Fair,C,25000,Mobile,Public,GORD
001am00002AYAMFAA5,3176064,Fair,C,55581,Branch,Private,
001am00002AYAMGAA5,3903252,Good,C,68306,Other,Subsidiary,
001am00002AYAMHAA5,1906940,Good,C,33371,Branch,Subsidiary,
001am00002AYAMIAA5,1002932,Poor,C,25000,Mobile,Private,
001am00002AYAMJAA5,3169528,Fair,C,55466,Branch,Private,
001am00002AYAMKAA5,2902656,Good,C,50796,Mobile,Private,
001am00002AYOE1AAP,3900760,Fair,C,68263,Other,Private,
001am00002AYOE2AAP,3969200,Fair,C,69461,Web,Other,
001am00002AYOE3AAP,2821032,Good,C,49368,Branch,Subsidiary,
001am00002AYOE4AAP,1938896,Good,C,33930,Branch,Private,
001am00002AYOE5AAP,2390136,Good,C,41827,Web,Public,WOOD
001am00002AYOE6AAP,1206056,Fair,C,25000,Mobile,Private,
001am00002AYOE7AAP,3701180,Good,C,64770,Branch,Private,
001am00002AYOE8AAP,3868096,Fair,C,67691,Mobile,Other,
001am00002AYOE9AAP,2310196,Good,C,40428,Branch,Private,
001am00002AYOEAAA5,2995760,Excellent,C,52425,Branch,Public,OLSE
001am00002AYOEBAA5,1884276,Poor,C,32974,Branch,Public,BUTL
001am00002AYOECAA5,1851124,Good,C,32394,Other,Private,
001am00002AYOEDAA5,2586644,Good,C,45266,Call Center,Private,
001am00002AYOEEAA5,3554324,Fair,C,62200,Other,Private,
001am00002AYOEFAA5,2968472,Good,C,51948,Branch,Private,
001am00002AYOEGAA5,2596428,Good,C,45437,Other,Private,
001am00002AYOEHAA5,3682684,Good,C,64446,Branch,Private,
001am00002AYOEIAA5,931032,Poor,C,25000,Other,Subsidiary,
001am00002AYOEJAA5,2953168,Good,C,51680,Other,Other,
001am00002AYOEKAA5,1089188,Fair,C,25000,Branch,Private,
001am00002AYOELAA5,762996,Good,C,25000,Branch,Other,
001am00002AYOEMAA5,1970840,Good,C,34489,Mobile,Private,
001am00002AYOENAA5,2229152,Good,C,39010,Other,Private,
001am00002AYOEOAA5,3778444,Good,C,66122,Call Center,Private,
001am00002AYOEPAA5,2663056,Good,C,46603,Call Center,Private,
001am00002AYOEQAA5,2379244,Good,C,41636,Web,Private,
001am00002AYOERAA5,2841156,Fair,C,49720,Branch,Private,
001am00002AYOESAA5,3246560,Fair,C,56814,Mobile,Public,BURN
001am00002AYOETAA5,3708836,Fair,C,64904,Web,Private,
001am00002AYOEUAA5,1320856,Good,C,25000,Mobile,Public,SANC
001am00002AYOEVAA5,3263352,Fair,C,57108,Mobile,Private,
001am00002AYOEWAA5,3419116,Fair,C,59834,Other,Private,
001am00002AYOEXAA5,1424092,Good,C,25000,Other,Private,
001am00002AYOEYAA5,1922328,Good,C,33640,Call Center,Other,
001am00002AYOEZAA5,3498504,Fair,C,61223,Branch,Private,
001am00002AYOEaAAP,1872464,Fair,C,32768,Other,Private,
001am00002AYOEbAAP,3215680,Fair,C,56274,Web,Subsidiary,
001am00002AYOEcAAP,2159816,Good,C,37796,Other,Private,
001am00002AYOEdAAP,3527444,Good,C,61730,Other,Private,
001am00002AYOEeAAP,3790552,Good,C,66334,Mobile,Private,
001am00002AYOEfAAP,3479216,Poor,C,60886,Web,Private,
001am00002AYOEgAAP,3922512,Good,C,68643,Branch,Private,
001am00002AYOEhAAP,3061804,Good,C,53581,Call Center,Private,
001am00002AYOEiAAP,3349132,Good,C,58609,Mobile,Private,
001am00002AYOEjAAP,3286044,Good,C,57505,Mobile,Private,
001am00002AYOEkAAP,3980096,Fair,C,69651,Call Center,Private,
001am00002AYOElAAP,528120,Fair,C,25000,Mobile,Subsidiary,
001am00002AYOEmAAP,1895336,Good,C,33168,Other,Private,
001am00002AYOEnAAP,3445984,Good,C,60304,Mobile,Private,
001am00002AYOEoAAP,860440,Fair,C,25000,Mobile,Private,
001am00002AYOEpAAP,3863228,Fair,C,67606,Branch,Private,
001am00002AYOEqAAP,2782504,Fair,C,48693,Branch,Other,
001am00002AYOErAAP,1120412,Excellent,C,25000,Web,Private,
001am00002AYOEsAAP,3947220,Good,C,69076,Other,Public,BLAC
001am00002AYOEtAAP,3534852,Good,C,61859,Other,Subsidiary,
001am00002AYOEuAAP,3499664,Fair,C,61244,Mobile,Private,
001am00002AYOEvAAP,3810236,Good,C,66679,Call Center,Public,MART
001am00002AYOEwAAP,3941624,Good,C,68978,Other,Private,
001am00002AYOExAAP,1138476,Fair,C,25000,Branch,Other,
001am00002AYOEyAAP,2224576,Fair,C,38930,Branch,Private,
001am00002AYOEzAAP,1323056,Good,C,25000,Mobile,Private,
